num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio,total
250,12,5.752001053247697e-05,0.00025307826506785846,5.062421162923175e-05,3.5380705808981874e-05,1.582732567420373e-05,1.2174630776429785e-05,0.0001640717188517252,9.032396169809194e-05,0.00015128270173684147,0.0004195647361950996,0.00016110982650365584,6.595941690298228e-05,0.001476917511377579
500,44,0.00011352392343374396,0.0005711897825583433,9.8112301948743e-05,5.700649359287359e-05,2.9875681950495796e-05,2.491168486766326e-05,0.00028148675576234475,0.00015060106913248697,0.00034813391856658145,0.0008392945314065004,0.00026775629092485475,9.265924111390722e-05,0.0028745516752585383
750,84,0.00016586597149188706,0.0009487500557532675,0.0001419966037456806,0.00010237326988807091,6.980162400465745e-05,6.454724531907302e-05,0.0005450707215529223,0.0002864782626812275,0.0005063185325035681,0.0012581715217003455,0.0003641110200148362,0.00010470243600698619,0.004558187264662523
1000,240,0.00022076305590177834,0.0014219660508005246,0.00018737190648129113,0.0002942712683426707,0.00024793022557308803,0.00024116666693436474,0.0016223129473234477,0.0007900062360261617,0.0006295128872520047,0.001669218665675113,0.0004897745032059518,0.00010523043180766858,0.007919524845324067
1250,380,0.0002777099609375,0.0019947687784830728,0.00023674964904785154,0.0004730383555094401,0.0004153728485107422,0.00040815671284993496,0.002515443166097005,0.0012365182240804038,0.0006989479064941406,0.002092552185058593,0.000632158915201823,0.00010833740234375,0.011089754104614257
1500,490,0.00032813732440655044,0.002681878896859976,0.0002751350402832031,0.0014425057631272534,0.0013422599205603967,0.0013344838069035457,0.007422814002403845,0.0035655681903545675,0.0007830216334416316,0.0025035417996920072,0.0007916964017427885,0.00011002100431002103,0.022581063784085788
1750,710,0.00043856013904918325,0.0035052949732000175,0.0003745989366011186,0.003619259054010565,0.0034664977680553093,0.0034700740467418327,0.01895410364324396,0.020006201483986595,0.0009143352508544923,0.0030851580879905005,0.0009350993416526102,0.00011118975552645597,0.05888037248091265
2000,848,0.0005051824781629774,0.004322926203409831,0.0004303720262315538,0.005264202753702799,0.005067004097832574,0.005062580108642578,0.026086860232883032,0.01165286699930827,0.0010266304016113281,0.0035368601481119795,0.0010851754082573785,0.00011338127983940972,0.06415404213799372
2250,1154,0.0005384087562561035,0.005395829677581787,0.00045174360275268555,0.018952488899230957,0.018390774726867676,0.01842537522315979,0.10802945494651794,0.04135739803314209,0.0010687708854675293,0.0038442909717559814,0.0013521909713745117,0.00011545419692993164,0.217922180891037
2500,1468,0.000564370836530413,0.006305898938860212,0.00046641486031668525,0.03736380168369838,0.03639449392046247,0.03645028386797224,0.17895221710205075,0.08087413651602608,0.0011018003736223494,0.004178285598754883,0.001609734126499721,0.00011985642569405692,0.3843812942504883
2750,1680,0.0006155627114432198,0.0073844024113246375,0.000501598630632673,0.06989693641662598,0.06828148024422782,0.06842037609645299,0.33887788227626253,0.14643471581595283,0.0012202944074358258,0.004608971732003348,0.0018111978258405414,0.00012530599321637834,0.7081787245614187
3000,1890,0.0006765524546305338,0.00866091251373291,0.000548084576924642,0.13222328821818036,0.12911971410115558,0.1291321118672689,0.6588722070058186,0.28468636671702063,0.0013056198755900066,0.00503389040629069,0.002119143803914388,0.0001293023427327474,1.3525071938832598
3250,2520,0.000737627347310384,0.010118405024210611,0.0005965630213419596,0.24504268169403076,0.23998522758483887,0.2404383818308512,1.1694194078445435,0.5296778678894043,0.0013740857442220051,0.005479017893473308,0.0024040540059407554,0.00013053417205810547,2.4454038540522256
3500,2890,0.0008040428161621094,0.01171078681945801,0.0006371498107910156,0.416201114654541,0.40679540634155276,0.4070130825042725,1.9716896533966064,0.868559217453003,0.0015177726745605469,0.005916404724121093,0.0026826381683349608,0.00013437271118164063,4.093661642074585
3750,3320,0.0008599758148193359,0.013448143005371093,0.0006890296936035156,0.5323848724365234,0.5208366394042969,0.5216078758239746,2.3718608856201175,1.0910269260406493,0.0016106128692626954,0.006326103210449218,0.002982997894287109,0.00014209747314453125,5.063776159286499
4000,3546,0.0009179115295410156,0.014697372913360596,0.0007320046424865723,0.6866363286972046,0.6729876399040222,0.6733939051628113,3.125879168510437,1.368471622467041,0.001748502254486084,0.006811022758483887,0.0032308101654052734,0.0001423954963684082,6.555648684501648
4250,4098,0.0009897947311401367,0.016826987266540527,0.0007790923118591309,0.9786444902420044,0.9577216506004333,0.9581810832023621,4.406307816505432,1.9406540989875793,0.0018343329429626465,0.00718003511428833,0.0035588741302490234,0.00014799833297729492,9.272826254367828
4500,4318,0.0010581016540527344,0.01921367645263672,0.0008239150047302246,1.3268014192581177,1.3046913743019104,1.306407392024994,5.963942885398865,2.6719452142715454,0.001918196678161621,0.007640838623046875,0.003876030445098877,0.00015425682067871094,12.608473300933838
4750,5024,0.001127004623413086,0.021744132041931152,0.0008830428123474121,1.7261986136436462,1.6994276642799377,1.7005798816680908,7.4229748249053955,3.3163081407546997,0.0020480751991271973,0.008078038692474365,0.004243135452270508,0.00016117095947265625,15.903773725032806
5000,5838,0.0011948744455973308,0.023754596710205078,0.0009243488311767578,2.2732406457265215,2.233052810033162,2.23019806543986,9.827794154485066,4.366815487543742,0.002042690912882487,0.008496999740600586,0.0046524206797281895,0.00016506512959798178,20.97233215967814
5250,6026,0.001260201136271159,0.026100794474283852,0.0009737014770507812,2.726418097813924,2.6811045010884604,2.687489668528239,11.815326929092407,5.2130396366119385,0.0021119117736816406,0.008854866027832031,0.004939397176106771,0.00017142295837402344,25.167791128158566
5500,6982,0.001298030217488607,0.027534166971842446,0.0009872913360595703,3.1169913609822597,3.0700723330179853,3.0795327822367353,13.92811369895935,6.039787769317627,0.0021982987721761065,0.009240388870239258,0.005221843719482422,0.000177303949991862,29.281155268351238
5750,7776,0.0025533040364583335,0.03594541549682617,0.001080910364786784,4.093696435292562,3.874117136001587,3.8867738246917725,17.636378288269043,7.51850930849711,0.0024544397989908853,0.010058403015136719,0.006252050399780273,0.0003581047058105468,37.06817762056986
6000,8084,0.0014444986979166665,0.03450075785319011,0.0010791619618733723,4.724041620890299,4.660176356633504,4.639415184656778,21.00216468175252,9.016929388046265,0.0023496150970458984,0.010085105895996094,0.006047725677490234,0.00019025802612304688,44.098424355189
6250,8596,0.0015347003936767578,0.03751683235168457,0.0011239051818847656,5.594682534535726,5.504417498906453,5.51960563659668,24.86928876241048,10.629918893178303,0.002417961756388346,0.010525703430175781,0.006420930226643881,0.00019749005635579425,52.17765084902445
6500,9408,0.0015975634256998696,0.04052257537841797,0.0011739730834960938,6.55214770634969,6.436446110407511,6.465871731440227,30.318494955698647,13.181667009989422,0.0025237401326497397,0.01096804936726888,0.006832043329874674,0.00020647048950195312,63.018451929092414
